IC;CHURN;Gender;Status;Children;Est Income;Car Owner;Age;LongDistance;International;Local;Dropped;Paymethod;LocalBilltype;LongDistanceBilltype;Usage;RatePlan
2356;T;F;S;2;28787.4;N;41.666667;27.97;0;58.09;0;Auto;Budget;Standard;86.06;4
2359;F;M;M;1;13091.6;N;59.126667;22.79;0;20.26;0;CC;Budget;Intnl_discount;43.06;2
2362;F;F;M;2;62061.8;Y;45.92;29.86;0;52.22;0;Auto;FreeLocal;Standard;82.08;4
2363;T;F;M;1;20550.9;Y;22.12;27.72;0.86;57.06;0;CC;Budget;Standard;85.64;4
2366;F;M;M;2;1765.41;N;18.766667;3.04;0;44.95;0;CC;FreeLocal;Standard;47.99;4
2367;T;F;S;2;19131.1;N;56.186667;22.15;0;34.91;0;Auto;Budget;Standard;57.07;4
2371;F;F;S;2;6440.46;Y;41;22.66;0;27.2;0;CH;Budget;Standard;49.86;4
2372;F;M;M;1;63900.9;N;28.333333;8.36;0;39.04;0;CC;Budget;Standard;47.4;2
2373;F;M;M;2;28766.9;N;46.84;6.11;0;58.08;0;CC;Budget;Standard;64.2;1
2377;F;M;S;0;72928.2;N;38.733333;7.45;0;196.22;0;CC;Budget;Standard;203.67;2
2378;F;M;M;2;91272.2;Y;25.033333;26.99;0;13.01;0;CC;FreeLocal;Standard;40;2
2383;F;F;S;0;73228.3;N;43;22.47;0;28.11;0;Auto;Budget;Standard;50.58;2
2386;T;M;M;1;64792.3;N;52.146667;13.05;1.51;36.84;0;CH;FreeLocal;Standard;51.41;4
2388;T;F;S;0;93322.1;Y;40.313333;29.92;0;8.79;0;CH;Budget;Intnl_discount;38.72;1
2391;F;M;M;2;49910.7;Y;51.52;27.42;0;23.72;0;CC;Budget;Standard;51.14;3
2392;T;M;M;0;76161.4;Y;44.573333;11.96;0;25.58;0;CC;FreeLocal;Standard;37.55;1
2393;F;F;M;2;55860;Y;14.573333;16.01;0;10.35;0;CC;FreeLocal;Intnl_discount;26.37;1
2400;F;M;M;2;57360.8;Y;53.253333;10.36;0;57.25;0;CC;FreeLocal;Standard;67.61;1
2401;T;M;M;0;92414.7;Y;45.513333;29.43;0;10.62;0;CC;FreeLocal;Standard;40.06;3
2403;T;F;S;2;14578.8;Y;60.933333;11.91;0;95.1;0;Auto;Budget;Standard;107.02;2
2404;F;F;M;2;87578.2;Y;53.366667;0.29;0;22.15;0;CC;Budget;Standard;22.44;3
2405;F;F;M;2;86695.4;N;13.906667;25.94;0;32.09;0;CC;FreeLocal;Standard;58.03;1
2409;F;F;M;0;77000;N;42;29.64;0;90.18;4;Auto;FreeLocal;Intnl_discount;119.82;2
2410;F;M;M;1;2067.82;N;47.853333;15.25;0;70.65;0;CC;Budget;Intnl_discount;85.9;4
2413;F;M;M;2;30665.2;Y;22.88;5.83;8.32;63.28;0;Auto;FreeLocal;Standard;77.44;1
2414;F;F;M;1;83287;Y;52;6.08;0;30.95;0;Auto;FreeLocal;Intnl_discount;37.04;1
2415;F;F;M;1;98680.4;Y;48;17.58;0;8.85;0;CH;FreeLocal;Intnl_discount;26.44;3
2416;T;M;M;1;65619.7;Y;52.646667;13.56;0;144.66;0;CC;Budget;Standard;158.22;2
2417;F;F;M;1;95620.3;Y;52.646667;10.91;0;93.61;0;CC;Budget;Standard;104.53;3
2418;F;F;S;0;85275;N;62;22.48;0;151.61;0;Auto;FreeLocal;Intnl_discount;174.09;1
2419;F;F;M;1;66921.4;Y;70;15.7;0;8.97;0;CC;FreeLocal;Intnl_discount;24.67;4
2420;F;F;M;1;98453.6;Y;61;13.72;0;11.65;0;Auto;FreeLocal;Standard;25.38;2
2422;F;F;S;2;57420;Y;52;25.18;0;252.53;1;Auto;Budget;Standard;277.72;3
2423;T;M;M;0;70000;N;55;3.93;3.73;26.69;1;CH;FreeLocal;Standard;34.35;1
2424;F;M;M;2;47639.1;N;41;17.48;0;39.62;0;CC;Budget;Intnl_discount;57.11;2
2427;T;F;S;0;39461;N;22.226667;22.87;0.28;103.52;1;CC;FreeLocal;Standard;126.68;1
2428;F;M;M;1;47371;Y;54.96;4.98;7.69;258.29;0;CC;Budget;Intnl_discount;270.97;4
2429;F;F;S;0;89813.6;N;12.846667;14.94;1.96;149.26;0;CC;FreeLocal;Intnl_discount;166.18;4
2431;T;M;S;1;16432.1;Y;20.92;20.41;8.89;80.47;0;CH;Budget;Intnl_discount;109.78;1
2434;T;F;S;1;540.4;Y;39.213333;12.34;0;7.75;0;Auto;Budget;Intnl_discount;20.1;2
2436;F;F;M;2;80087.7;N;41.92;8.74;0;22.82;0;CC;FreeLocal;Standard;31.56;3
2437;F;F;M;2;59691.3;N;38.04;21.94;0;256.7;0;CC;Budget;Standard;278.65;4
2438;T;F;S;2;11251.1;Y;41;28.42;0;113.48;0;CC;FreeLocal;Standard;141.91;2
2442;F;F;S;2;93559.1;N;57.62;1.52;0;29.9;0;CC;Budget;Standard;31.42;4
2443;T;F;S;2;3416.62;Y;22.76;18.97;0;104.73;0;CC;Budget;Standard;123.7;3
2444;F;F;D;1;93454.3;Y;48.533333;18.94;0;25.18;0;Auto;FreeLocal;Standard;44.13;4
2445;T;M;M;0;5745;Y;15.38;26.4;0;17.71;0;CC;FreeLocal;Standard;44.11;1
2451;T;F;M;1;13829.4;N;24;45;0;8.84;0;CH;FreeLocal;Standard;34.61;1
2452;F;F;M;2;11234.7;Y;49.046667;0.69;0;112.72;0;CC;Budget;Standard;113.42;4
2454;F;F;M;1;82931.3;N;64.64;19.24;0;118;0;Auto;FreeLocal;Standard;137.25;1
2455;F;F;M;2;57483.9;N;44.026667;17.01;0;27.29;0;CH;Budget;Standard;44.3;3
2457;T;F;S;2;21274;N;45.526667;10.87;0;32.43;0;Auto;FreeLocal;Standard;43.31;3
2458;F;F;M;2;28267;N;30.093333;21.87;0;192.53;0;CC;FreeLocal;Standard;214.41;2
2460;F;F;M;2;36725.1;N;55.793333;8.65;9.22;77;0;CH;Budget;Standard;94.88;2
2464;T;M;S;1;94188.3;N;57.546667;20.86;0.86;19.78;0;CC;Budget;Standard;41.51;4
2467;F;F;M;2;91861;Y;41.98;15.32;0;6.74;0;CC;Budget;Standard;22.06;3
2470;T;F;S;1;12374.9;Y;33.493333;17.49;0;106.1;0;Auto;FreeLocal;Standard;123.59;3
2471;F;F;M;2;69133.9;Y;26.833333;8.58;0;37.73;0;CH;FreeLocal;Standard;46.32;4
2473;F;F;M;2;84948;Y;29.446667;11.14;0;12.58;0;CH;FreeLocal;Intnl_discount;23.73;1
2474;F;F;M;2;30998.8;N;40.96;2.4;0;50.5;0;Auto;Budget;Standard;52.91;4
2480;F;M;M;2;21416.5;N;35.653333;9.9;9.17;8.53;0;CC;FreeLocal;Intnl_discount;27.61;3
2484;F;M;S;0;78554.2;N;16.7;5.59;7.26;23.03;0;Auto;Budget;Standard;35.88;2
2485;F;F;M;2;38215.9;N;30.886667;0;0;0.97;0;Auto;Budget;Standard;0.97;2
2486;T;F;M;1;30000;N;21;33;0;160.42;0;CC;FreeLocal;Standard;176.61;1
2487;F;F;M;2;49745.3;N;47.966667;2.84;0;24.44;0;CH;Budget;Intnl_discount;27.28;2
2489;F;F;M;2;88427;N;13.86;22.46;4.16;43.34;0;CC;Budget;Standard;69.97;1
2490;F;F;M;2;98003.7;Y;26.273333;1.03;0;83.39;0;CC;FreeLocal;Intnl_discount;84.42;2
2491;T;M;S;0;89142.7;N;53.693333;3.76;8.13;5.01;0;CC;Budget;Intnl_discount;16.91;3
2492;F;F;S;0;74530.8;N;63.086667;20.89;0.49;106.5;0;Auto;FreeLocal;Intnl_discount;127.89;4
2494;T;F;S;0;41000;N;22;28;0;262.91;0;CC;Budget;Standard;265.78;1
2499;F;F;M;2;76289.2;N;48.206667;22.2;0;82.43;0;CC;Budget;Intnl_discount;104.63;3
2501;T;M;M;1;66931.9;N;63.933333;11.72;0.39;5.35;0;CC;Budget;Standard;17.46;1
2502;F;M;S;0;9309.57;Y;25.44;8.56;0;99.73;0;CC;FreeLocal;Standard;108.3;2
2503;T;F;M;1;32962.6;N;24;25.77;0;26.78;0;Auto;FreeLocal;Intnl_discount;48.08;3
2504;T;F;S;0;42000;N;21;39;0;154.77;0;CC;Budget;Intnl_discount;168.28;3
2505;T;F;S;0;39000;N;22;59;0;61.44;0;CC;Budget;Standard;65.79;1
2506;T;F;S;2;42000;N;20;43;0;35.73;0;Auto;Budget;Standard;41.78;1
2507;F;F;D;1;77726.4;N;56.72;14;0;9.51;0;Auto;Budget;Intnl_discount;23.52;3
2508;T;F;S;2;35089;N;18;42;2.22;38.18;0;CC;FreeLocal;Standard;62.95;3
2509;T;F;S;1;2800.68;N;45.673333;28.45;0;106.3;0;CC;Budget;Standard;134.75;1
2512;F;F;M;2;90271.6;N;44.926667;13.96;0;96.43;0;CC;FreeLocal;Standard;110.4;3
2516;F;F;M;2;64816.6;Y;31.126667;21;0;6.87;0;CC;Budget;Standard;27.87;4
2517;F;F;M;2;98217.1;N;44.98;29.49;0;13.24;0;CC;FreeLocal;Standard;42.74;1
2520;T;F;S;0;15989.3;N;61.693333;3.67;0;25.49;1;CC;Budget;Intnl_discount;29.17;2
2526;F;M;S;1;84978.1;N;21.64;5.03;7.68;76.07;0;CH;FreeLocal;Intnl_discount;88.79;2
2527;F;F;M;2;36647.9;N;49.986667;21.41;0;85.96;0;CC;Budget;Intnl_discount;107.38;4
2528;T;F;S;0;64319.2;N;41.226667;3.01;0;37.15;0;CH;Budget;Intnl_discount;40.16;1
2529;T;F;S;1;73338;N;48.246667;20.92;0;9.01;0;Auto;Budget;Intnl_discount;29.93;1
2530;T;F;S;0;433.74;N;60.746667;3.3;0;40.91;0;CC;FreeLocal;Standard;44.22;3
2531;F;F;M;2;16962.2;N;45.36;18.6;0;8.96;0;CC;Budget;Standard;27.57;2
2533;F;M;M;2;10708.3;N;26.026667;20.83;4.85;117.26;0;CH;Budget;Intnl_discount;142.95;2
2536;T;F;M;0;2031.61;N;20.3;21.64;0;87.4;0;CC;Budget;Standard;109.04;4
2539;F;F;S;2;16938.5;N;42;13.35;0;8.76;0;CH;FreeLocal;Standard;22.11;4
2542;F;F;M;0;55221;N;46;0.49;0;15.2;0;CC;FreeLocal;Standard;15.69;4
2543;F;F;M;1;8073.11;N;47;28.7;0;60.35;0;Auto;FreeLocal;Standard;89.05;4
2544;F;M;M;0;95448.6;Y;53.68;24.24;0;5.21;0;CH;Budget;Standard;29.46;3
2545;T;M;S;1;24141.5;Y;17.006667;28.82;0;97.05;0;CC;FreeLocal;Standard;125.87;4
2546;F;M;S;2;63152.6;Y;63.173333;29.93;0;40.07;0;CC;Budget;Intnl_discount;70.01;4
2548;F;M;S;2;72084.7;N;55.64;29.11;0;9.02;0;CC;Budget;Intnl_discount;38.13;1
2549;F;F;S;0;42760.5;N;48;13.47;0;40.23;0;CC;Budget;Standard;53.7;4
2550;F;F;S;1;49072;N;52.646667;23.5;0;10.74;0;Auto;Budget;Intnl_discount;34.25;2
2551;F;F;M;0;27371.8;Y;62;16.14;0;126.55;0;CC;FreeLocal;Standard;142.7;2
2554;T;M;M;1;71472.9;N;41.913333;16.02;0;114.2;0;CH;Budget;Standard;130.22;1
2555;F;F;M;0;95405.7;N;62;7.74;0;6.21;0;CC;Budget;Standard;13.96;3
2556;F;F;S;0;95786.8;Y;41;21.33;0;87.46;0;CC;Budget;Standard;108.79;2
2558;T;M;S;0;90321.6;N;55.113333;0.87;0;11.52;0;CC;FreeLocal;Intnl_discount;12.39;4
2559;T;M;S;0;90478.6;N;54.553333;18.02;0;136.47;0;CH;FreeLocal;Standard;154.49;4
2560;F;F;M;2;56187;N;43;8.09;0;13.74;0;CH;Budget;Standard;21.83;3
2563;T;F;S;1;35000;N;24.393333;23.56;0;206.08;0;CC;Budget;Intnl_discount;229.64;2
2565;F;M;M;0;9780.66;N;24.546667;2.8;7.27;11.32;1;CC;FreeLocal;Standard;21.39;2
2569;F;M;M;2;53010.8;N;18.84;12.45;0;46.42;4;CC;FreeLocal;Standard;58.87;3
2570;F;M;M;0;75004.5;N;64.8;26.52;0;32.19;0;CC;Budget;Intnl_discount;58.72;1
2573;F;M;M;0;19749.3;N;60.366667;20.22;0;13.94;0;CC;Budget;Standard;34.17;2
2574;F;M;S;1;57626.9;Y;43.906667;9.38;0;38.96;0;CC;Budget;Standard;48.35;3
2575;F;M;S;0;20078;N;32.846667;9.65;0;6.33;0;CC;Budget;Intnl_discount;15.98;2
2576;F;F;M;2;47902;N;26.033333;17.44;4.94;49.92;1;Auto;FreeLocal;Standard;72.31;2
2577;T;M;M;1;7545.96;Y;16.753333;22.39;0;178.36;0;CC;Budget;Standard;200.75;2
2581;T;M;S;2;89459.9;N;53.28;11.54;1.61;22.9;0;CC;FreeLocal;Standard;36.05;4
2584;T;F;S;1;13576.5;N;39.426667;14.83;0;25.66;0;CC;Budget;Standard;40.49;3
2586;F;F;M;2;42031.8;N;50.753333;20.45;0;39.33;0;CH;Budget;Intnl_discount;59.78;1
2591;T;M;S;2;43634.5;N;21.78;29.44;9.42;104.64;0;CC;Budget;Standard;143.5;3
2595;T;F;S;1;13109.1;N;62.606667;22.38;0;40.48;0;Auto;Budget;Standard;62.87;3
2596;T;M;S;1;92647.5;N;56.046667;16.04;5.74;10.34;0;CC;Budget;Standard;32.13;4
2597;T;F;S;2;21021.6;Y;62.753333;3.75;0;11.19;0;CC;Budget;Standard;14.95;3
2598;T;M;S;0;74460.7;Y;55.34;25.53;0.99;179.93;0;CC;FreeLocal;Standard;206.46;1
2599;F;F;M;1;43894.5;N;40.18;29.28;0;40.38;0;CC;FreeLocal;Intnl_discount;69.67;2
2600;T;F;S;2;28787.4;N;41.666667;27.97;0;58.09;0;Auto;Budget;Standard;86.06;4
2601;F;F;S;1;94278.7;Y;53.12;26.68;0;9.67;0;CC;FreeLocal;Standard;36.35;1
2602;F;F;M;0;83900.2;N;45.04;28.21;0;8.62;0;CC;FreeLocal;Intnl_discount;36.83;1
2603;F;M;M;1;13091.6;N;59.126667;22.79;0;20.26;0;CC;Budget;Intnl_discount;43.06;2
2604;F;F;M;0;91708.4;N;37.293333;17.21;0;31.55;0;CH;Budget;Intnl_discount;48.77;3
2605;F;F;S;0;64335;Y;19.066667;17;0;137.33;2;CC;FreeLocal;Standard;154.34;1
2606;F;F;M;2;62061.8;Y;45.92;29.86;0;52.22;0;Auto;FreeLocal;Standard;82.08;4
2607;T;F;M;1;20550.9;Y;22.12;27.72;0.86;57.06;0;CC;Budget;Standard;85.64;2
2608;F;F;S;0;76142;N;32.02;28.42;0;84.1;0;CC;FreeLocal;Standard;112.53;2
2609;F;F;M;1;46513.5;N;30.053333;17.06;0;41.71;2;Auto;Budget;Standard;58.78;2
2610;F;M;S;1;1765.41;N;18.766667;3.04;0;44.95;0;CC;FreeLocal;Standard;47.99;2
2611;T;F;S;2;19131.1;N;56.186667;22.15;0;34.91;0;Auto;Budget;Standard;57.07;4
2612;F;F;S;0;98716.3;N;55.66;20.97;8.23;13.92;0;CC;FreeLocal;Standard;43.13;1
2613;F;F;S;2;38280;N;33.74;11.64;0;74.97;0;Auto;FreeLocal;Intnl_discount;86.61;2
2615;F;F;S;2;6440.46;Y;46;22.66;0;27.2;0;CH;Budget;Standard;49.86;1
2616;F;M;M;1;63900.9;N;28.333333;8.36;0;39.04;0;CC;Budget;Standard;47.4;2
2617;F;M;M;2;28766.9;N;46.84;6.11;0;58.08;0;CC;Budget;Standard;64.2;3
2618;F;F;M;1;56722.8;N;60.593333;17.37;6.21;51.17;0;CC;FreeLocal;Standard;74.77;3
2619;F;M;M;1;5252.29;N;16.333333;2.65;0;17.08;1;Auto;Budget;Standard;19.73;2
2620;F;F;M;0;78851.3;N;48.373333;0.37;0;28.66;0;CC;FreeLocal;Standard;29.04;1
2621;F;M;S;0;72928.2;N;38.733333;7.45;0;196.22;0;CC;Budget;Standard;203.67;2
2622;F;M;M;2;91272.2;Y;25.033333;26.99;0;13.01;0;CC;FreeLocal;Standard;40;4
2623;F;F;M;0;83891.9;Y;61.02;28.92;0;45.47;0;CH;Budget;Standard;74.4;2
2624;F;M;S;0;3601.71;N;49.266667;9.57;4.19;111.84;0;Auto;Budget;Intnl_discount;125.6;3
2627;F;F;S;0;73228.3;N;70;22.47;0;28.11;0;Auto;Budget;Standard;50.58;1
2630;T;M;M;1;64792.3;N;52.146667;13.05;1.51;36.84;0;CH;FreeLocal;Standard;51.41;3
2632;T;F;S;0;93322.1;Y;40.313333;29.92;0;8.79;0;CH;Budget;Intnl_discount;38.72;1
2635;F;M;M;2;49910.7;Y;51.52;27.42;0;23.72;0;CC;Budget;Standard;51.14;3
2636;T;M;M;1;76161.4;Y;44.573333;11.96;0;25.58;0;CC;FreeLocal;Standard;37.55;4
2637;F;F;M;2;55860;Y;14.573333;16.01;0;10.35;0;CC;FreeLocal;Intnl_discount;26.37;2
2644;F;M;M;2;57360.8;Y;53.253333;10.36;0;57.25;0;CC;FreeLocal;Standard;67.61;1
2645;T;M;M;1;92414.7;Y;45.513333;29.43;0;10.62;0;CC;FreeLocal;Standard;40.06;3
2647;T;F;S;2;14578.8;Y;60.933333;11.91;0;95.1;0;Auto;Budget;Standard;107.02;1
2648;F;F;M;2;87578.2;Y;53.366667;0.29;0;22.15;0;CC;Budget;Standard;22.44;2
2649;F;F;M;2;86695.4;N;13.906667;25.94;0;32.09;0;CC;FreeLocal;Standard;58.03;1
2653;F;F;M;0;66666;N;60;29.64;0;90.18;4;Auto;FreeLocal;Intnl_discount;119.82;2
2654;F;M;M;1;2067.82;N;47.853333;15.25;0;70.65;0;CC;Budget;Intnl_discount;85.9;1
2657;F;M;S;0;30665.2;Y;22.88;5.83;8.32;63.28;0;Auto;FreeLocal;Standard;77.44;2
2658;F;F;M;1;77000;Y;48;6.08;0;30.95;0;Auto;FreeLocal;Intnl_discount;37.04;2
2659;F;F;M;1;98680.4;Y;43;17.58;0;8.85;0;CH;FreeLocal;Intnl_discount;26.44;3
2660;T;M;M;0;65619.7;Y;46;13.56;0;144.66;0;CC;Budget;Standard;158.22;3
2661;F;F;M;1;95620.3;Y;46;10.91;0;93.61;0;CC;Budget;Standard;104.53;2
2662;F;F;S;0;85275;N;70;22.48;0;151.61;0;Auto;FreeLocal;Intnl_discount;174.09;3
2663;F;F;M;1;66921.4;Y;55;15.7;0;8.97;0;CC;FreeLocal;Intnl_discount;24.67;4
2664;F;F;M;1;98453.6;Y;52;13.72;0;11.65;0;Auto;FreeLocal;Standard;25.38;3
2666;F;F;S;2;57420;Y;43;25.18;0;252.53;1;Auto;Budget;Standard;277.72;3
2667;F;M;M;0;58986.2;N;26.98;3.93;3.73;26.69;1;CH;FreeLocal;Standard;34.35;2
2668;F;F;M;2;47639.1;N;61;17.48;0;39.62;0;CC;Budget;Intnl_discount;57.11;2
2671;T;F;S;0;39461;N;22.226667;22.87;0.28;103.52;1;CC;FreeLocal;Standard;126.68;1
2672;F;M;M;1;47371;Y;54.96;4.98;7.69;258.29;0;CC;Budget;Intnl_discount;270.97;2
2673;F;F;S;0;89813.6;N;12.846667;14.94;1.96;149.26;0;CC;FreeLocal;Intnl_discount;166.18;4
2675;T;M;S;1;16432.1;Y;20.92;20.41;8.89;80.47;0;CH;Budget;Intnl_discount;109.78;3
2678;T;F;S;1;540.4;Y;39.213333;12.34;0;7.75;0;Auto;Budget;Intnl_discount;20.1;1
2680;F;F;M;2;80087.7;N;41.92;8.74;0;22.82;0;CC;FreeLocal;Standard;31.56;2
2681;F;F;M;2;59691.3;N;38.04;21.94;0;256.7;0;CC;Budget;Standard;278.65;4
2682;T;F;S;2;11251.1;Y;46;28.42;0;113.48;0;CC;FreeLocal;Standard;141.91;4
2685;F;M;S;1;37626;N;33.866667;7.5;8.06;71.55;0;CH;Budget;Intnl_discount;87.12;2
2687;T;F;S;2;3416.62;Y;22.76;18.97;0;104.73;0;CC;Budget;Standard;123.7;2
2688;F;F;S;0;93454.3;Y;48.533333;18.94;0;25.18;0;Auto;FreeLocal;Standard;44.13;2
2689;T;M;M;0;5745;Y;15.38;26.4;0;17.71;0;CC;FreeLocal;Standard;44.11;2
2695;T;F;M;1;13829.4;N;20;45;0;8.84;0;CH;FreeLocal;Standard;34.61;4
2696;F;F;M;2;11234.7;Y;49.046667;0.69;0;112.72;0;CC;Budget;Standard;113.42;4
2698;F;F;M;1;82931.3;N;64.64;19.24;0;118;0;Auto;FreeLocal;Standard;137.25;1
2699;F;F;M;2;57483.9;N;44.026667;17.01;0;27.29;0;CH;Budget;Standard;44.3;1
2701;T;F;S;2;21274;N;45.526667;10.87;0;32.43;0;Auto;FreeLocal;Standard;43.31;4
2702;F;F;M;2;28267;N;30.093333;21.87;0;192.53;0;CC;FreeLocal;Standard;214.41;3
2704;F;F;M;2;36725.1;N;55.793333;8.65;9.22;77;0;CH;Budget;Standard;94.88;2
2708;T;M;S;1;94188.3;N;57.546667;20.86;0.86;19.78;0;CC;Budget;Standard;41.51;1
2711;F;F;M;2;91861;Y;41.98;15.32;0;6.74;0;CC;Budget;Standard;22.06;1
2714;T;F;S;1;12374.9;Y;33.493333;17.49;0;106.1;0;Auto;FreeLocal;Standard;123.59;4
2715;F;F;M;2;69133.9;Y;26.833333;8.58;0;37.73;0;CH;FreeLocal;Standard;46.32;4
2717;F;F;M;2;84948;Y;29.446667;11.14;0;12.58;0;CH;FreeLocal;Intnl_discount;23.73;3
2718;F;F;M;2;30998.8;N;40.96;2.4;0;50.5;0;Auto;Budget;Standard;52.91;2
2720;F;M;S;0;15924.2;N;14.46;0;0;1.46;0;CH;FreeLocal;Standard;1.46;2
2724;F;M;M;2;21416.5;N;35.653333;9.9;9.17;8.53;0;CC;FreeLocal;Intnl_discount;27.61;3
2728;F;M;M;2;78554.2;N;16.7;5.59;7.26;23.03;0;Auto;Budget;Standard;35.88;3
2729;F;F;M;2;38215.9;N;30.886667;0;0;0.97;0;Auto;Budget;Standard;0.97;1
2730;T;F;M;1;14085.5;N;19;29;0;160.42;0;CC;FreeLocal;Standard;176.61;1
2731;F;F;M;2;49745.3;N;47.966667;2.84;0;24.44;0;CH;Budget;Intnl_discount;27.28;4
2733;F;F;M;2;88427;N;13.86;22.46;4.16;43.34;0;CC;Budget;Standard;69.97;2
2734;F;F;M;2;98003.7;Y;26.273333;1.03;0;83.39;0;CC;FreeLocal;Intnl_discount;84.42;2
2735;F;M;S;0;89142.7;N;32;3.76;8.13;5.01;0;CC;Budget;Intnl_discount;16.91;2
2736;F;F;S;0;74530.8;N;63.086667;20.89;0.49;106.5;0;Auto;FreeLocal;Intnl_discount;127.89;3
2738;T;F;S;0;32962.6;N;23;45;0;262.91;0;CC;Budget;Standard;265.78;1
2743;F;F;M;2;76289.2;N;48.206667;22.2;0;82.43;0;CC;Budget;Intnl_discount;104.63;4
2745;T;M;M;1;66931.9;N;63.933333;11.72;0.39;5.35;0;CC;Budget;Standard;17.46;3
2746;F;M;M;2;9309.57;Y;25.44;8.56;0;99.73;0;CC;FreeLocal;Standard;108.3;1
2747;T;F;M;1;42000;N;24;33;0;26.78;0;Auto;FreeLocal;Intnl_discount;48.08;4
2748;T;F;S;0;43000;N;24;28;0;154.77;0;CC;Budget;Intnl_discount;168.28;4
2749;T;F;S;0;42000;N;23;25.77;0;61.44;0;CC;Budget;Standard;65.79;3
2750;T;F;S;2;32098;N;22;38;0;35.73;0;Auto;Budget;Standard;41.78;4
2751;F;F;S;0;77726.4;N;56.72;14;0;9.51;0;Auto;Budget;Intnl_discount;23.52;3
2752;T;F;S;2;35000;N;19;39;2.22;38.18;0;CC;FreeLocal;Standard;62.95;3
2753;T;F;S;1;2800.68;N;45.673333;28.45;0;106.3;0;CC;Budget;Standard;134.75;4
2756;F;F;M;2;90271.6;N;44.926667;13.96;0;96.43;0;CC;FreeLocal;Standard;110.4;4
2760;F;F;M;2;64816.6;Y;31.126667;21;0;6.87;0;CC;Budget;Standard;27.87;4
2761;F;F;M;2;98217.1;N;44.98;29.49;0;13.24;0;CC;FreeLocal;Standard;42.74;2
2764;T;F;S;0;15989.3;N;61.693333;3.67;0;25.49;1;CC;Budget;Intnl_discount;29.17;3
2770;F;M;S;1;84978.1;N;21.64;5.03;7.68;76.07;0;CH;FreeLocal;Intnl_discount;88.79;2
2771;T;F;M;2;36647.9;N;49.986667;21.41;0;85.96;0;CC;Budget;Intnl_discount;107.38;1
2772;T;F;S;0;64319.2;N;41.226667;3.01;0;37.15;0;CH;Budget;Intnl_discount;40.16;1
2773;F;F;S;1;73338;N;48.246667;20.92;0;9.01;0;Auto;Budget;Intnl_discount;29.93;3
2774;T;F;S;0;433.74;N;60.746667;3.3;0;40.91;0;CC;FreeLocal;Standard;44.22;1
2775;F;F;M;2;16962.2;N;45.36;18.6;0;8.96;0;CC;Budget;Standard;27.57;1
2777;F;M;M;2;10708.3;N;26.026667;20.83;4.85;117.26;0;CH;Budget;Intnl_discount;142.95;1
2780;T;F;M;0;2031.61;N;20.3;21.64;0;87.4;0;CC;Budget;Standard;109.04;1
2783;F;F;S;2;16938.5;N;46;13.35;0;8.76;0;CH;FreeLocal;Standard;22.11;3
2786;F;F;M;0;55221;N;48;0.49;0;15.2;0;CC;FreeLocal;Standard;15.69;4
2787;F;F;M;1;8073.11;N;52.646667;28.7;0;60.35;0;Auto;FreeLocal;Standard;89.05;3
2788;F;M;M;0;95448.6;Y;53.68;24.24;0;5.21;0;CH;Budget;Standard;29.46;4
2789;T;M;S;1;24141.5;Y;17.006667;28.82;0;97.05;0;CC;FreeLocal;Standard;125.87;3
2790;F;M;S;2;63152.6;Y;63.173333;29.93;0;40.07;0;CC;Budget;Intnl_discount;70.01;4
2792;F;M;S;2;72084.7;N;55.64;29.11;0;9.02;0;CC;Budget;Intnl_discount;38.13;4
2793;F;F;S;0;42760.5;N;62;13.47;0;40.23;0;CC;Budget;Standard;53.7;3
2794;F;F;S;1;49072;N;41;23.5;0;10.74;0;Auto;Budget;Intnl_discount;34.25;4
2795;F;F;M;0;27371.8;Y;43;16.14;0;126.55;0;CC;FreeLocal;Standard;142.7;4
2798;T;M;M;1;71472.9;N;41.913333;16.02;0;114.2;0;CH;Budget;Standard;130.22;3
2799;F;F;M;0;95405.7;N;70;7.74;0;6.21;0;CC;Budget;Standard;13.96;3
2800;F;F;S;0;95786.8;Y;57.553333;21.33;0;87.46;0;CC;Budget;Standard;108.79;1
2802;T;M;S;0;90321.6;N;55.113333;0.87;0;11.52;0;CC;FreeLocal;Intnl_discount;12.39;3
2803;T;M;S;0;90478.6;N;54.553333;18.02;0;136.47;0;CC;FreeLocal;Standard;154.49;2
2804;F;F;M;2;56187;N;52.646667;8.09;0;13.74;0;CH;Budget;Standard;21.83;2
2807;T;F;S;1;38000;N;24.393333;23.56;0;206.08;0;CC;Budget;Intnl_discount;229.64;3
2813;F;M;M;2;53010.8;N;18.84;12.45;0;46.42;4;CC;FreeLocal;Standard;58.87;1
2814;F;M;M;0;75004.5;N;64.8;26.52;0;32.19;0;CC;Budget;Intnl_discount;58.72;4
2817;F;M;M;0;19749.3;N;60.366667;20.22;0;13.94;0;CC;Budget;Standard;34.17;2
2818;F;M;S;1;57626.9;Y;43.906667;9.38;0;38.96;0;CC;Budget;Standard;48.35;4
2819;F;M;M;2;20078;N;32.846667;9.65;0;6.33;0;CC;Budget;Intnl_discount;15.98;4
2820;F;F;M;2;47902;N;26.033333;17.44;4.94;49.92;1;Auto;FreeLocal;Standard;72.31;4
2821;T;M;M;1;7545.96;Y;16.753333;22.39;0;178.36;0;CC;Budget;Standard;200.75;1
2825;T;M;S;2;89459.9;N;53.28;11.54;1.61;22.9;0;CC;FreeLocal;Standard;36.05;2
